lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
34,1,138.0,10,30,4,0,2,0,0,1
146,2,116.17,8,1,4,5,1,0,0,0
160,1,114.3,8,2,4,3,0,0,0,0
3,1,65.0,10,10,2,3,1,0,0,1
12,2,151.0,6,29,4,2,0,0,3,1
212,1,103.84,10,9,4,2,2,0,3,0
17,1,101.0,6,13,4,0,1,0,0,1
5,0,77.0,11,28,2,0,1,0,0,1
69,2,76.5,7,22,4,5,2,0,0,0
50,0,85.5,5,21,3,1,1,0,0,1
223,2,128.7,10,29,4,1,2,0,3,0
34,0,50.33,1,31,3,4,2,0,0,1
40,2,165.6,9,28,4,2,0,0,3,1
166,0,89.25,8,5,4,5,2,3,0,0
61,1,90.95,6,12,3,1,2,0,3,1
29,0,67.5,8,16,3,2,0,3,0,1
72,1,146.7,7,27,4,2,0,0,3,1
63,0,71.0,1,19,3,3,0,0,0,1
54,0,180.68,4,28,4,3,1,1,0,0
10,1,79.0,2,13,4,1,0,3,0,1
164,1,108.11,9,17,4,3,2,0,3,0
25,1,85.0,3,15,4,2,0,0,0,1
8,0,92.4,10,20,4,3,0,0,0,1
46,2,152.1,7,27,4,1,0,0,0,1
10,0,79.0,2,13,4,1,2,3,0,0
7,2,67.0,12,14,2,2,0,0,0,1
59,0,59.5,3,18,3,5,2,0,0,1
142,0,187.0,10,21,4,7,2,1,3,0
1,0,101.5,8,14,3,2,0,1,0,1
258,0,106.2,9,15,4,3,0,0,0,0
9,1,156.0,8,12,4,2,0,0,0,0
31,1,95.4,3,12,4,2,2,0,3,0
94,0,139.5,7,28,4,1,0,1,0,1
28,2,131.0,9,1,4,2,0,0,0,1
43,1,126.9,7,1,4,2,1,0,0,1
159,0,70.0,2,13,3,1,0,0,0,1
67,1,57.83,3,5,4,1,1,0,0,1
109,0,72.25,7,18,4,6,3,0,0,0
44,0,91.2,11,19,4,1,1,0,0,0
171,0,99.45,8,5,4,2,2,0,0,0
36,0,60.29,1,12,4,4,0,0,0,0
59,0,100.0,10,9,3,1,2,0,0,1
1,0,65.0,12,10,2,1,0,0,0,1
26,1,114.0,12,4,4,4,2,0,3,1
144,1,92.55,5,25,4,4,1,0,3,1
162,2,139.05,8,21,4,2,2,0,3,0
0,1,88.0,12,5,4,0,1,3,0,1
23,1,110.5,9,4,3,2,2,0,3,1
138,1,145.2,8,13,4,4,2,0,3,0
116,0,89.25,10,27,4,3,0,0,0,1
114,0,89.25,7,13,4,4,0,3,0,1
45,0,65.0,4,10,2,0,1,0,0,0
76,1,109.8,6,27,4,3,1,0,0,1
5,1,206.0,9,26,4,2,2,0,0,1
4,1,153.0,5,23,3,0,1,3,0,1
94,1,69.1,4,12,4,5,2,0,0,1
54,0,79.2,11,11,4,2,0,3,0,0
41,0,117.6,3,24,4,3,0,0,0,1
21,1,77.0,10,7,3,1,0,0,0,1
4,0,103.0,4,10,4,0,2,0,0,1
63,1,63.75,3,10,4,3,1,3,0,1
182,0,120.0,10,12,3,1,0,0,0,0
55,2,90.0,7,7,4,4,0,0,0,0
12,1,164.0,8,26,4,1,0,0,3,1
83,0,127.8,7,5,4,5,0,0,3,0
59,0,99.85,4,27,4,4,0,3,0,0
118,1,139.5,8,15,4,2,1,0,0,1
140,1,103.5,8,12,4,2,0,3,0,1
23,0,98.0,4,10,4,2,2,3,0,0
8,0,119.0,5,25,4,1,0,3,0,1
103,1,76.5,8,8,4,1,1,0,0,1
6,2,109.0,9,14,4,2,1,0,0,1
17,0,97.0,3,16,4,1,0,3,0,0
140,0,82.45,8,9,3,5,0,0,3,1
76,0,78.15,3,19,4,1,2,0,1,0
15,1,100.0,2,11,4,1,0,0,0,1
0,1,0.0,1,20,1,1,0,0,6,1
31,0,75.0,9,16,3,2,1,0,0,1
3,2,101.0,4,21,4,1,0,0,0,1
291,0,115.0,8,19,4,2,0,1,0,0
165,1,85.0,7,18,4,3,1,3,0,0
32,0,64.0,1,24,2,1,2,0,0,1
11,0,66.0,1,30,2,1,0,0,0,1
2,0,74.8,2,6,4,1,0,0,0,1
38,1,87.71,3,3,2,3,0,0,0,1
2,1,80.0,1,30,4,1,0,0,0,1
22,3,109.1,11,18,4,2,0,0,1,1
318,0,80.75,9,16,3,2,1,0,0,1
125,2,177.3,8,20,4,1,1,0,5,1
143,1,151.2,10,6,4,3,0,0,3,0
91,0,75.0,9,30,3,2,1,0,0,1
136,0,178.5,7,13,4,5,2,1,0,1
11,0,119.0,9,5,4,2,1,3,0,0
0,0,185.0,9,19,2,1,1,0,0,1
14,0,47.78,11,6,3,7,2,0,0,1
4,0,86.0,1,6,4,1,0,3,0,1
85,0,86.36,7,5,3,3,0,0,0,1
260,0,113.4,9,22,4,3,0,3,0,0
57,0,130.05,4,5,4,4,0,0,3,0
58,0,80.3,3,4,4,2,0,0,0,1
5,1,88.12,1,15,4,12,5,0,3,1
25,0,87.33,12,27,3,5,1,0,0,1
0,1,0.0,12,7,1,0,1,0,0,1
5,0,97.0,3,6,3,0,1,0,0,1
0,0,98.0,4,16,3,1,2,0,0,0
135,1,107.95,7,6,4,4,1,0,0,0
0,0,114.0,4,23,4,1,1,0,0,1
23,1,111.33,9,30,4,3,0,0,0,1
43,0,60.0,11,4,3,3,0,0,3,1
9,2,90.0,8,23,4,3,2,0,0,1
7,1,95.0,6,13,4,1,1,0,0,1
82,0,80.75,10,16,3,4,2,0,0,1
5,1,136.0,4,22,4,2,1,0,3,1
111,3,154.5,9,23,4,2,1,0,0,1
29,1,88.0,11,16,4,2,0,3,0,0
11,1,139.33,10,9,4,2,1,3,0,1
163,0,115.0,10,15,3,1,0,0,0,0
98,1,141.6,5,4,4,4,1,0,3,1
85,0,94.5,7,13,4,4,0,3,0,0
0,0,80.0,11,26,3,1,0,0,0,1
8,3,87.98,12,22,4,3,1,0,0,1
197,1,116.1,9,15,4,3,0,3,0,0
104,0,76.5,4,15,4,2,2,3,0,0
8,0,56.0,3,1,3,2,0,0,0,1
115,0,72.25,7,31,3,1,2,0,0,0
144,1,76.48,8,4,4,3,2,0,0,1
37,0,116.1,6,16,4,1,0,3,0,0
69,0,92.65,12,22,3,2,0,0,0,1
65,0,136.8,9,7,4,3,0,0,3,0
1,0,0.0,9,4,4,2,1,0,0,1
177,0,82.96,7,27,4,2,0,0,3,0
7,0,100.73,12,20,4,4,0,0,0,1
123,0,89.92,3,30,4,3,0,0,1,0
31,1,83.9,2,20,4,1,2,0,0,1
2,2,110.11,9,15,4,1,0,3,0,1
49,1,111.0,10,3,4,2,1,3,0,1
0,1,89.0,3,1,4,2,0,3,0,1
133,2,118.8,10,3,4,0,1,0,0,1
7,2,121.0,11,13,4,3,2,0,3,1
34,0,100.2,10,7,4,3,0,0,0,1
179,1,81.25,7,19,3,3,0,0,0,1
14,0,76.0,11,25,2,1,0,0,0,1
86,0,100.0,9,9,2,2,0,0,0,0
27,1,107.03,9,24,4,1,0,0,3,1
175,1,85.5,7,23,4,1,1,3,0,1
37,1,159.3,3,25,4,1,0,0,3,0
323,0,86.0,5,17,3,4,0,1,0,1
6,0,99.2,5,9,2,2,1,0,0,1
98,2,99.0,11,3,4,3,0,0,0,0
2,1,67.0,12,21,2,1,0,0,0,1
184,1,139.5,8,17,4,1,0,1,0,0
141,0,132.0,6,3,3,2,1,0,0,1
24,0,60.0,1,2,3,1,2,0,0,1
103,1,150.3,8,7,4,1,2,0,3,1
162,0,103.5,8,8,4,2,1,3,0,0
14,1,142.64,11,7,4,0,1,0,0,1
58,0,63.0,3,17,3,3,0,0,0,1
274,1,115.2,9,27,4,2,0,0,3,0
17,0,72.4,3,31,3,1,0,0,0,1
8,0,77.92,12,27,4,1,2,3,0,1
38,1,91.9,2,22,4,1,1,0,3,1
157,0,92.65,12,8,3,3,0,0,0,1
241,1,81.76,10,29,4,2,2,0,1,1
51,0,117.9,6,30,4,3,0,0,0,0
11,1,90.0,8,18,4,2,0,0,0,1
34,2,88.0,12,16,4,1,0,3,0,1
202,0,86.75,7,21,4,1,0,0,1,0
0,1,111.0,6,14,4,1,0,0,0,1
130,2,90.0,11,25,4,2,0,0,0,1
26,1,143.5,8,7,4,0,2,3,0,1
36,1,135.9,8,10,4,2,0,0,0,0
0,0,162.0,10,1,4,1,2,0,0,1
102,0,108.0,10,2,4,1,2,3,0,0
70,0,46.33,11,26,3,3,0,0,0,1
1,1,62.91,2,5,4,2,2,0,0,1
28,0,167.0,3,27,4,0,1,0,0,0
11,1,73.95,11,2,4,4,1,0,0,1
156,1,97.75,8,9,4,4,0,3,0,1
38,1,159.3,7,19,4,2,0,0,3,1
31,1,108.9,5,24,4,2,0,0,0,1
0,0,111.0,6,13,4,1,1,0,0,1
64,0,116.1,6,19,4,2,2,3,0,0
1,0,167.0,8,10,4,2,0,3,0,1
15,1,85.29,8,27,4,5,2,0,1,0
57,0,146.96,9,24,4,5,2,0,3,0
20,1,151.0,8,19,4,2,2,0,0,1
3,1,174.0,8,3,4,1,0,3,0,1
109,1,120.28,5,4,4,4,0,0,3,1
98,2,116.1,6,10,4,2,1,3,0,1
0,1,65.0,2,24,2,1,0,0,0,1
10,2,106.5,8,20,4,3,1,3,0,1
8,0,62.37,11,26,4,1,0,0,0,1
35,2,74.8,11,29,4,11,4,3,0,0
177,1,127.8,8,12,4,2,1,0,3,0
13,0,126.28,9,27,4,2,0,0,3,1
75,1,99.0,7,10,4,2,2,3,0,1
34,0,84.69,2,19,4,9,4,0,0,0
53,0,116.1,5,31,4,2,0,3,0,0
50,0,98.1,11,2,3,4,0,0,0,1
42,1,131.48,3,24,4,3,1,0,3,1
0,0,79.0,1,12,4,1,0,3,0,1
125,1,79.2,12,26,4,1,1,3,0,0
69,0,59.5,3,20,3,2,2,0,0,1
40,2,145.2,10,14,4,2,1,0,3,1
38,1,0.0,12,5,1,1,1,0,0,1
26,1,139.0,10,21,4,2,0,0,0,1
17,1,80.0,3,17,2,2,0,0,0,1
0,1,96.6,8,20,4,1,1,3,3,1
18,1,77.0,10,26,3,1,1,0,0,1
65,0,118.8,4,7,4,3,0,0,3,0
130,0,140.4,9,25,4,5,3,0,3,0
65,1,214.76,8,8,4,2,1,0,6,1
105,2,116.8,12,1,4,3,2,0,3,1
47,0,134.1,6,22,4,2,0,0,3,0
224,0,65.0,10,2,3,2,1,0,0,1
197,0,86.5,7,17,4,0,1,0,1,0
39,1,74.8,11,15,4,5,2,3,0,0
1,1,142.0,9,9,4,2,0,0,0,0
71,2,149.4,9,8,4,3,1,0,3,1
91,0,112.5,8,21,4,0,2,0,0,1
61,1,74.61,10,27,4,5,0,0,3,1
77,2,72.25,11,16,4,4,1,0,0,0
11,0,97.0,12,6,4,1,0,3,0,1
36,1,82.7,2,22,4,2,1,0,0,1
168,2,107.1,8,12,3,3,2,0,3,0
20,1,97.0,3,11,4,2,1,3,0,1
128,1,80.75,6,26,4,2,2,3,0,1
13,2,102.0,9,13,4,2,2,0,0,1
88,1,136.06,11,7,4,3,1,0,0,0
84,0,66.76,4,12,4,6,2,0,0,0
193,1,149.81,9,28,4,3,1,0,0,0
64,0,94.5,4,21,4,3,0,3,0,1
236,1,84.43,9,27,4,4,0,3,0,0
110,1,114.3,7,8,4,2,1,0,0,1
69,1,80.75,4,4,4,3,1,3,0,1
127,1,103.7,6,26,4,2,2,0,3,1
157,1,72.15,5,29,4,5,2,3,0,1
88,0,96.0,5,3,3,3,0,1,0,1
1,1,116.0,10,10,3,1,1,0,0,1
98,0,198.9,6,2,4,3,0,0,5,0
105,1,99.45,6,26,4,2,2,0,0,1
196,0,116.1,9,11,4,0,2,3,0,0
73,1,87.3,4,5,4,1,0,0,0,1
75,1,90.95,4,7,4,3,2,0,0,1
53,1,115.04,9,20,4,3,0,0,3,1
195,2,106.25,12,1,4,3,1,1,0,1
99,2,140.4,8,8,4,2,1,0,3,0
6,0,105.0,12,6,2,1,0,0,4,1
29,0,139.6,5,20,4,2,1,0,3,0
158,0,107.1,8,15,3,2,1,0,3,0
19,0,99.2,8,31,4,1,0,0,0,0
70,0,75.95,3,3,4,3,2,0,0,1
19,0,118.15,9,19,3,0,1,0,0,0
193,1,93.09,9,29,4,3,0,0,0,0
135,3,151.2,10,13,4,2,0,0,3,1
296,0,158.4,7,24,4,5,2,0,5,0
5,2,105.0,8,16,4,1,2,0,0,1
10,0,95.0,5,29,3,3,2,0,0,1
212,0,90.95,8,22,4,4,1,0,0,0
9,1,119.0,4,27,4,1,0,3,0,1
213,0,80.75,8,8,4,3,1,3,0,0
2,0,106.4,10,10,3,1,1,0,0,1
9,1,0.0,12,10,1,1,0,0,6,1
27,1,151.0,8,22,4,2,1,0,0,0
34,2,125.1,9,11,4,0,2,3,0,1
2,1,106.33,12,6,4,3,0,0,0,1
27,1,91.8,12,27,3,1,2,1,0,1
7,0,151.0,7,11,4,2,1,0,0,1
39,1,175.08,9,23,4,4,1,0,0,1
21,0,65.0,12,17,2,2,0,0,0,1
104,2,123.3,10,25,4,3,0,0,3,1
259,0,89.0,10,5,4,4,0,0,0,0
68,1,89.25,10,11,4,2,2,0,0,0
101,2,70.99,4,9,4,5,2,0,0,1
0,0,158.0,8,18,4,1,0,3,0,0
14,1,139.0,7,8,4,1,0,3,0,1
7,0,109.0,10,26,2,1,0,0,4,1
4,1,67.0,4,18,2,1,1,0,0,1
3,1,37.5,12,21,3,1,1,0,1,1
12,0,67.0,10,12,2,1,0,0,0,1
32,2,85.5,9,17,3,1,0,0,0,1
51,0,139.28,9,3,4,2,2,0,3,0
28,2,161.43,3,29,4,3,0,0,0,1
162,1,130.05,7,6,4,4,0,0,3,0
3,1,132.0,6,15,4,3,0,3,0,1
24,2,207.0,4,14,4,3,0,0,5,1
35,1,98.1,2,29,4,5,1,0,0,0
161,1,63.42,6,28,4,7,2,0,0,1
44,0,113.4,10,2,4,0,2,0,0,0
144,0,162.0,9,15,4,3,0,0,3,0
10,0,89.0,4,17,4,0,1,3,0,0
5,0,95.0,4,11,0,11,5,0,0,0
2,1,122.0,6,26,4,0,2,3,0,1
69,0,68.0,11,13,3,1,2,0,0,1
42,0,91.5,12,28,4,1,1,0,1,1
45,2,118.8,9,1,4,2,0,0,0,1
146,0,75.0,12,29,3,3,0,0,0,1
64,0,92.48,9,14,3,4,1,0,0,1
60,0,198.9,5,14,4,1,1,0,5,0
4,0,74.69,12,4,4,2,0,0,0,1
143,0,112.45,8,25,3,3,1,1,3,1
0,0,132.44,5,1,4,0,2,0,0,1
79,2,88.4,11,30,4,4,0,0,0,0
57,2,118.8,10,2,4,1,2,0,0,1
182,0,0.0,10,12,4,0,0,0,0,1
18,3,122.5,9,4,4,0,2,0,0,1
64,0,137.7,7,25,4,0,1,0,3,1
42,2,143.1,4,29,4,2,1,0,0,1
13,0,131.6,4,14,3,1,0,1,0,1
95,2,139.7,7,17,4,5,4,0,3,1
60,0,65.0,4,25,2,0,1,0,0,1
29,1,136.32,5,19,4,3,2,0,3,1
20,1,69.5,1,24,4,2,2,3,0,1
1,2,104.0,3,2,4,1,0,0,0,1
187,0,105.3,7,8,4,2,0,0,3,0
58,1,75.0,11,20,3,1,2,0,0,1
103,0,97.92,9,6,3,3,0,1,0,1
24,2,146.0,6,9,4,2,0,0,3,1
74,0,132.3,10,21,4,2,0,0,3,0
294,0,58.5,9,21,3,4,0,1,0,1
122,1,101.15,7,14,4,8,2,0,0,1
53,1,60.98,12,9,4,2,1,3,0,1
77,1,94.49,3,27,4,4,2,0,3,1
29,0,46.54,10,4,3,2,2,0,0,1
4,1,112.5,4,8,4,2,2,0,0,1
82,1,181.7,7,9,4,1,0,0,3,1
9,1,0.0,9,5,1,1,0,0,4,1
55,0,88.0,11,2,4,4,0,3,0,1
32,1,109.0,10,25,4,4,0,3,0,1
0,0,95.0,11,18,4,1,0,3,0,1
33,0,67.52,3,8,3,2,0,0,0,1
156,0,114.75,7,24,4,5,4,0,0,0
6,1,87.7,1,10,4,14,6,0,0,1
2,0,77.0,11,24,2,1,0,0,0,1
124,1,90.9,7,3,4,0,2,0,0,1
186,0,115.0,4,22,3,2,1,0,0,0
31,0,76.1,3,5,4,1,2,3,0,1
32,1,126.9,5,8,4,1,2,0,0,1
83,1,0.0,12,17,1,0,0,0,0,1
52,2,158.4,10,17,4,1,1,0,3,1
1,2,179.0,9,20,4,1,0,0,0,1
89,1,105.3,3,25,4,2,1,0,3,0
36,2,88.4,12,21,4,4,1,0,0,1
130,2,153.3,10,31,4,2,1,0,5,1
54,0,49.43,3,1,4,4,0,3,0,1
13,1,86.0,2,6,4,1,1,0,0,1
11,3,258.0,5,20,4,2,0,0,5,1
14,2,100.0,11,3,4,2,0,3,0,1
8,1,149.0,10,30,4,1,2,0,0,1
205,3,109.8,10,28,4,2,1,0,3,1
0,2,150.0,10,30,4,0,2,0,0,1
149,0,127.5,7,20,4,3,0,0,0,0
62,0,48.6,2,15,4,1,1,3,0,1
8,1,127.4,10,30,4,3,2,0,0,1
7,1,151.0,6,30,4,1,0,0,0,1
3,0,65.0,12,10,2,1,0,0,0,1
19,1,130.0,11,4,4,1,0,0,3,0
184,2,164.25,8,17,4,1,0,1,0,0
24,0,134.33,3,29,4,3,0,0,0,0
89,1,72.42,7,11,4,1,1,3,0,1
3,1,118.58,10,10,4,0,1,0,0,1
31,0,95.0,10,9,2,2,2,0,0,1
1,0,67.22,1,14,4,1,0,0,0,1
85,0,157.25,3,24,4,3,2,0,5,0
7,1,144.14,9,11,4,2,2,0,5,0
155,1,121.5,8,21,4,0,1,0,0,0
3,0,120.0,6,10,3,1,0,0,0,1
92,2,152.1,9,2,4,2,1,0,0,1
1,0,90.0,8,21,4,2,1,0,0,1
15,1,202.58,7,19,4,4,0,0,6,0
2,2,201.0,7,20,4,2,0,0,5,1
150,1,107.95,8,8,4,5,2,0,0,1
13,0,88.0,12,17,4,1,1,3,0,1
181,1,98.1,10,11,4,1,0,3,0,0
3,0,131.0,12,9,4,1,0,0,3,1
36,1,85.0,9,18,3,1,0,0,0,1
277,0,100.3,9,12,4,4,1,0,0,0
6,2,117.67,9,3,4,3,0,0,0,1
0,1,0.0,9,20,1,1,2,0,0,1
114,0,115.25,5,12,4,4,2,0,0,0
1,0,77.71,6,17,4,2,0,3,0,1
308,1,88.0,11,23,4,3,0,0,0,0
157,0,84.24,5,19,4,1,0,0,0,0
41,1,99.0,3,20,4,0,2,0,0,1
37,1,104.0,12,7,4,3,0,0,0,1
12,2,94.35,10,23,4,3,2,0,0,1
33,1,0.0,2,20,4,0,0,3,0,1
104,0,105.3,7,16,4,1,1,0,0,0
15,1,109.0,9,11,4,0,2,0,0,1
0,1,0.0,11,10,1,1,0,0,0,1
4,1,104.0,11,6,4,2,1,3,0,1
196,0,105.3,8,1,4,0,1,0,0,0
107,0,81.9,4,5,4,2,0,0,0,0
111,0,85.0,12,7,4,4,0,0,0,0
213,1,117.11,9,8,4,3,0,0,3,0
26,1,145.0,10,29,4,1,1,0,3,1
277,2,82.17,10,18,4,5,1,3,0,1
26,0,95.0,9,18,3,1,2,0,0,1
47,2,130.05,4,10,4,2,2,0,3,1
8,1,84.7,10,27,4,1,0,3,0,1
0,0,65.0,9,13,2,2,0,0,0,1
30,1,162.35,6,20,4,0,1,0,5,1
7,2,155.45,9,28,4,8,3,0,0,1
89,1,83.66,3,21,4,5,2,0,0,1
64,1,116.1,4,29,4,2,1,3,0,1
188,0,80.75,6,2,3,3,0,0,0,0
0,1,99.0,8,11,4,1,0,0,0,1
49,0,43.5,3,28,3,3,1,0,0,1
76,0,150.45,5,29,4,2,2,0,3,0
77,1,69.84,2,8,4,5,1,0,0,1
83,0,115.56,10,23,4,3,2,0,3,0
16,2,88.8,3,3,4,3,1,0,3,1
21,2,109.83,8,20,4,1,2,0,1,1
127,2,132.3,10,12,4,3,0,0,3,0
119,1,85.5,8,13,4,3,0,0,0,1
47,0,65.0,12,16,2,1,0,0,0,1
281,0,108.8,10,3,4,3,1,0,3,0
71,0,96.3,3,18,4,2,1,0,3,1
33,0,216.0,10,5,4,2,0,0,5,0
199,2,127.62,8,14,4,5,2,0,3,0
9,0,91.6,9,7,4,1,1,0,0,1
32,1,120.0,10,24,4,1,1,0,0,1
1,0,80.0,2,19,2,1,0,0,0,1
120,1,220.0,8,5,4,10,4,0,6,0
169,0,96.3,6,30,4,2,0,0,0,0
2,0,156.0,5,5,4,1,0,0,3,1
85,1,85.0,10,6,3,3,1,0,0,1
43,0,116.1,3,25,4,2,1,3,0,1
155,1,101.88,7,17,4,5,2,0,0,0
113,1,108.0,10,13,4,1,0,3,0,1
122,0,116.1,6,9,4,3,0,3,0,0
126,0,139.5,8,3,4,1,0,1,0,0
7,1,112.0,5,21,3,1,1,1,0,1
70,3,168.3,9,11,4,4,2,0,3,1
4,1,91.0,5,21,3,1,1,1,0,1
33,1,119.0,9,26,4,1,1,0,0,1
121,0,90.0,6,24,4,2,1,0,0,0
1,1,65.0,5,3,2,3,0,0,0,1
166,0,72.25,8,2,3,5,1,0,0,0
92,1,76.5,8,7,4,4,2,0,0,0
241,1,101.79,9,2,4,2,2,0,3,0
20,4,196.67,11,11,4,4,2,0,5,1
303,3,105.3,10,27,4,3,0,0,3,1
102,1,150.45,5,5,4,3,1,0,4,1
17,2,139.0,10,6,4,1,0,0,0,1
0,1,65.0,4,25,2,0,1,0,0,1
72,0,149.4,9,12,4,5,2,0,3,1
53,2,123.3,9,1,4,3,0,0,3,1
17,0,95.0,12,9,4,2,0,3,0,1
7,1,134.0,10,26,3,3,1,0,3,1
62,0,152.1,8,21,4,0,1,0,0,0
58,1,86.72,4,25,4,3,1,0,3,1
10,0,141.0,5,7,4,1,0,0,0,0
10,0,66.0,1,28,2,1,0,0,0,1
112,0,80.75,10,10,3,3,1,0,0,1
7,1,134.0,9,9,4,2,2,3,0,1
58,0,90.0,1,27,3,3,0,0,0,1
38,0,60.0,11,5,3,3,1,0,3,1
128,0,132.3,10,11,4,5,0,0,3,0
2,0,94.0,11,2,0,2,0,0,3,1
297,0,90.95,10,23,4,2,2,0,0,0
1,0,85.0,10,13,3,1,0,3,0,1
2,0,69.5,1,9,4,1,0,3,0,1
194,0,73.46,4,21,4,3,0,3,0,0
54,2,149.4,9,25,4,1,2,0,3,1
34,1,161.5,11,6,4,3,2,0,0,1
102,2,48.67,1,3,3,1,2,0,3,1
15,2,92.94,11,13,4,2,2,1,0,1
108,0,93.4,12,24,4,3,2,3,0,1
100,0,221.18,10,24,4,3,1,1,5,0
96,0,112.01,5,22,4,2,2,0,1,0
16,1,79.0,2,20,4,1,0,3,0,1
85,1,132.6,5,15,4,2,2,0,3,1
60,0,116.1,6,1,4,1,0,3,0,0
12,2,129.0,9,8,4,1,0,3,0,1
82,0,96.3,4,1,4,2,0,0,3,0
163,2,126.9,9,23,4,1,0,0,0,0
16,0,90.38,12,7,4,4,2,0,0,1
183,0,98.1,10,11,4,1,0,3,0,0
47,2,81.0,12,24,4,1,0,0,0,1
135,0,132.3,10,1,4,1,2,0,3,0
171,1,105.3,7,14,4,3,0,0,0,0
88,1,90.0,10,7,2,2,0,0,0,1
215,0,97.71,9,28,4,2,0,0,0,0
93,1,76.5,7,23,4,2,0,0,0,0
15,0,133.2,4,6,4,4,1,0,3,0
61,0,76.58,4,11,4,3,1,0,0,0
48,0,157.5,7,2,4,3,2,0,3,0
4,0,140.0,8,21,4,2,2,0,0,0
2,0,144.8,11,25,3,2,0,0,5,1
27,1,89.1,9,25,4,0,2,3,0,0
27,1,127.0,2,18,4,1,0,0,3,1
6,1,169.0,9,28,4,3,1,0,0,1
26,1,80.85,10,4,4,1,2,0,0,1
52,0,74.8,12,4,4,2,2,3,0,0
93,1,80.75,9,21,4,2,1,0,0,1
64,0,91.2,9,5,4,2,1,3,0,0
122,1,108.0,10,4,4,1,0,3,0,0
71,1,96.9,8,9,3,3,0,0,0,1
252,0,67.5,11,15,4,2,0,3,0,0
0,0,89.0,3,3,4,1,0,3,0,1
163,0,115.0,10,15,3,1,2,0,0,0
219,0,78.33,9,4,3,4,2,0,0,1
1,0,6.0,12,23,4,3,0,0,1,1
4,1,72.75,11,29,4,0,2,3,0,1
84,1,141.69,7,31,4,5,2,0,3,1
3,1,31.0,2,26,2,1,0,0,0,1
261,2,90.95,10,13,3,3,0,0,3,1
58,0,100.48,4,12,4,3,0,0,4,1
0,2,95.0,11,14,2,3,1,0,0,1
64,1,135.9,8,14,4,4,2,0,0,1
66,1,105.0,11,18,3,2,0,0,0,1
268,0,78.0,4,8,3,3,2,0,0,1
2,1,149.0,5,28,4,1,0,3,0,1
18,0,68.07,12,18,4,2,2,0,0,1
301,0,52.0,11,18,4,2,0,0,0,0
1,0,70.0,2,28,4,2,2,0,0,0
21,1,139.0,7,5,4,5,0,3,0,1
314,0,68.66,12,26,4,6,3,3,0,0
118,0,80.75,5,26,3,2,0,0,0,1
152,0,80.39,10,24,3,10,4,0,3,0
24,1,81.7,10,4,4,4,2,0,3,1
28,1,109.0,4,21,4,2,0,0,0,1
108,0,74.54,5,7,4,3,2,0,0,1
1,1,0.0,12,21,1,1,0,0,3,1
17,1,152.1,12,29,4,3,1,0,0,1
64,1,118.8,4,23,4,1,2,0,3,0
13,1,75.0,11,29,2,2,0,0,0,1
40,0,96.3,10,24,4,1,0,0,0,1
18,1,159.0,9,23,4,1,0,0,0,0
2,2,0.0,1,27,1,1,0,0,0,1
3,2,156.33,12,1,4,3,0,0,3,1
15,0,88.4,12,20,4,5,2,0,0,1
0,0,88.0,8,10,4,2,0,3,0,1
110,0,36.25,7,25,3,1,2,1,0,1
107,0,117.28,11,6,4,2,2,0,3,1
122,0,99.45,5,3,4,4,0,0,0,1
90,0,105.4,10,19,3,4,0,0,0,1
25,1,94.35,6,12,4,0,2,0,0,1
3,1,133.0,9,21,4,0,1,3,0,1
55,1,78.08,3,1,4,4,0,0,0,1
79,0,89.25,9,2,4,3,0,0,0,0
83,1,118.8,7,15,4,2,1,0,3,0
0,1,129.0,6,22,4,1,0,3,0,1
146,1,121.55,5,19,4,3,0,0,3,1
126,1,80.75,6,2,3,3,0,0,0,1
21,1,126.0,5,9,4,3,1,0,0,1
25,0,75.6,9,13,4,3,2,0,0,1
18,0,118.67,12,4,4,2,1,0,0,1
118,1,133.46,7,11,4,5,2,0,0,1
85,2,89.7,11,14,4,3,1,0,0,1
2,0,66.0,1,14,2,1,0,0,0,1
0,0,95.0,1,2,4,1,0,3,0,1
237,0,80.75,9,14,4,2,1,0,0,0
6,0,120.5,8,28,3,0,2,0,3,1
6,1,0.0,9,23,4,1,0,0,3,1
47,1,125.1,9,9,4,2,0,3,0,0
12,0,86.0,2,6,4,1,1,0,0,1
115,0,60.0,2,27,3,3,2,0,0,0
0,0,158.0,6,2,4,1,0,0,0,1
132,0,105.3,5,6,4,2,0,0,0,1
0,1,150.0,8,17,4,1,0,0,0,1
2,1,109.0,12,3,4,1,2,0,0,1
2,1,108.0,2,26,4,1,0,0,3,1
52,0,67.5,2,25,4,3,0,3,0,0
9,2,120.0,9,30,4,2,0,0,0,1
1,1,112.0,2,27,4,1,0,0,0,1
99,2,198.9,5,29,4,0,1,0,5,1
62,2,97.2,11,4,4,2,1,0,0,1
0,0,123.0,4,23,4,1,1,0,0,1
2,0,86.28,8,23,4,5,2,3,0,1
49,1,94.51,12,7,4,4,0,1,3,1
19,0,167.0,4,27,4,1,0,0,3,0
4,0,0.0,2,23,4,2,0,0,0,1
96,0,123.5,9,28,3,1,1,1,4,0
78,1,115.68,8,19,4,2,1,0,1,1
87,1,80.75,10,23,3,1,2,0,0,1
184,2,96.3,10,17,4,3,1,0,0,1
204,0,141.3,10,7,4,2,0,0,3,0
